,open,high,low,close,volume
2010-01-04,20.29249942096857,20.425528244044298,20.161671328253988,20.294700151329714,30431424
2010-01-05,20.12452370825601,20.40985137823558,20.032659704246548,20.317987374226117,25694010
2010-01-06,20.495139516158975,20.512972560173406,20.319979618131242,20.337812662145673,38573495
2010-01-07,19.894469341330822,20.14597482720253,19.8240747998808,20.07558028575251,27140841
2010-01-08,20.07907693424658,20.283911234434495,19.83400740106276,20.038841701250675,26420834
2010-01-11,19.53800331196913,19.66946131443451,19.498848354375717,19.630306356841096,39341696
2010-01-12,19.14294834076666,19.56431014142723,18.770968214150596,19.192330014811166,20647265
2010-01-13,19.181840832840685,19.272311979347595,19.136116417256527,19.226587563763438,31941714
2010-01-14,19.07211268124078,19.116206051284305,18.949561868404707,18.99365523844823,54650682
2010-01-15,19.075646023625705,19.156462553783697,18.941628356405012,19.022444886563004,28801041
2010-01-18,19.020973997502335,19.217122224395045,18.782596172098486,18.978744398991196,27760365
2010-01-19,18.644776400636715,18.926029833281323,18.458303719128832,18.73955715177344,47501746
2010-01-20,18.692928112357976,18.765711181216737,18.508195878530028,18.58097894738879,17355245
2010-01-21,18.821421448492448,18.838634246777914,18.787429989406924,18.80464278769239,31768304
2010-01-22,19.2119997999141,19.25281753869454,19.147622109537867,19.188439848318307,20228307
2010-01-25,19.466132125571427,19.540276550519653,19.406908504250723,19.48105292919895,22766995
2010-01-26,19.73183366536673,19.792471605049688,19.70593282735665,19.76657076703961,37668102
2010-01-27,19.83019888353351,19.93311064789825,19.66996487663915,19.77287664100389,35597840
2010-01-28,19.31132634362347,19.44934667181784,19.095181262808293,19.23320159100266,25836479
2010-01-29,19.057820491994836,19.410000447882943,18.898184960805406,19.250364916693513,37855018
2010-02-01,19.294891737987445,19.458699015681937,19.108468327258123,19.272275604952615,26027216
2010-02-02,19.587348703820414,19.6910883081857,19.51145552858161,19.615195132946898,20065852
2010-02-03,19.65966893697774,19.767631457943132,19.50489518875634,19.61285770972173,44839343
2010-02-04,19.729719973957543,19.869097270272288,19.425343402144456,19.5647206984592,34245573
2010-02-05,19.50518937915832,19.68727178923746,19.178041931946634,19.360124342025774,46145541
2010-02-08,19.42871541682317,19.578083175386475,19.309239925276874,19.458607683840178,24548762
2010-02-09,19.69784625073497,19.887338584791323,19.568092184720143,19.757584518776497,29436445
2010-02-10,19.91927164388041,20.156777503447454,19.586336050928296,19.82384191049534,38543483
2010-02-11,19.50835525746996,19.74958527693401,19.337049483155837,19.578279502619885,39243490
2010-02-12,18.994388118720074,19.058500768797728,18.978792648084166,19.04290529816182,55686841
2010-02-15,19.308311453483256,19.610683064974886,19.12900170064482,19.43137331213645,34353991
2010-02-16,19.45443055391463,19.509325946898596,19.25283152544714,19.307726918431104,44793344
2010-02-17,19.6696527699086,19.77407313534573,19.572904588557495,19.677324953994628,40197474
2010-02-18,20.104858096733615,20.296818736209154,19.895621883433094,20.087582522908633,42616987
2010-02-19,20.24467537877327,20.496187948752823,20.00183007236629,20.253342642345842,31596488
2010-02-22,20.461866596784063,20.66658727687638,20.069682271514612,20.27440295160693,47682443
2010-02-23,20.48855411351829,20.618321234575127,20.40891652774141,20.538683648798248,61130073
2010-02-24,20.678119587113837,20.761029093589762,20.671493289026213,20.754402795502138,51032431
2010-02-25,20.618301966408172,20.782331545889704,20.434087654610334,20.598117234091866,39088622
2010-02-26,20.050197776467662,20.26476319683672,19.77999636737679,19.994561787745848,23785399
2010-03-01,20.14376586427429,20.194426027723896,20.082152507243748,20.132812670693355,48395051
2010-03-02,19.933899900940727,20.045630935359956,19.751370382654297,19.863101417073526,33244165
2010-03-03,19.989820055027337,20.032261768427386,19.82903572425734,19.87147743765739,37727542
2010-03-04,20.075561514493725,20.12707021623772,19.80403844988947,19.855547151633466,36164228
2010-03-05,20.108126520763832,20.172035096813044,20.033204017741728,20.09711259379094,69309103
2010-03-08,20.340483292177147,20.349159312029883,20.27373563527252,20.282411655125255,34015321
2010-03-09,19.94811836891736,20.288543936150127,19.851819574681194,20.19224514191396,35520330
2010-03-10,19.946429540282097,20.014340577269653,19.91343996812713,19.981351005114686,32886396
2010-03-11,19.784894598285746,20.05934322617897,19.3599411829605,19.634389810853726,28855504
2010-03-12,19.479519826379914,19.578232123366252,19.37349669180347,19.47220898878981,25503997
2010-03-15,19.46630365979354,19.677568595327255,19.340183908813774,19.55144884434749,35007789
2010-03-16,19.50653262586806,19.67696196776184,19.2210519533568,19.39148129525058,27532546
2010-03-17,19.50803055044677,19.696549337193506,19.231560157579963,19.4200789443267,19995281
2010-03-18,19.70982329578786,19.898167484611967,19.536688538959677,19.725032727783784,44725561
2010-03-19,19.79752001005866,19.908183151264833,19.602147167282265,19.71281030848844,26268784
2010-03-22,19.59245169836437,19.789072440524333,19.520160134189055,19.716780876349016,27117973
2010-03-23,19.574153563198745,19.62893217466223,19.45403533998224,19.508813951445724,31827672
2010-03-24,19.647745056630857,19.842518210682726,19.41253749438612,19.60731064843799,36487524
2010-03-25,19.9786335356907,20.08836272731113,19.758107888033837,19.867837079654265,20480355
2010-03-26,19.900478790792892,20.16982281648515,19.735171284976104,20.004515310668364,26650370
2010-03-29,19.669188639396367,19.809115747488132,19.561386284876313,19.70131339296808,24876616
2010-03-30,19.268621695048687,19.32378532767752,19.24186264947263,19.297026282101463,46306947
2010-03-31,19.609821725368363,19.673585302887737,19.392503952581666,19.45626753010104,25881174
2010-04-01,19.223673975338055,19.361893851558527,19.051181936953636,19.189401813174108,23220275
2010-04-02,19.163031694171895,19.571834718879188,18.780066719173327,19.18886974388062,22758590
