,open,high,low,close,volume
2010-01-04,42.247353523400484,42.45975127763942,41.787602245761065,42.0,13540960
2010-01-05,42.2509973323352,42.3475521335246,41.9034451988106,42.0,22640544
2010-01-06,42.10298311596389,42.36364813963263,41.73933497633126,42.0,10896870
2010-01-07,41.789131228360766,42.09175570395017,41.697375524410596,42.0,15803753
2010-01-08,42.080161224232896,42.61759238550272,41.46256883873018,42.0,11979626
2010-01-11,42.0918146666804,42.10220452506734,41.989610141613056,42.0,19838955
2010-01-12,42.104587292134084,42.53767917642664,41.56690811570744,42.0,25520881
2010-01-13,41.81222805676639,42.10589773026248,41.70633032650392,42.0,19004956
2010-01-14,41.91801551490947,42.058462836940095,41.859552677969376,42.0,18878578
2010-01-15,41.48666324073222,42.15510651357735,41.33155672715487,42.0,15049244
2010-01-18,42.00142452995278,42.03924753280587,41.96217699714691,42.0,30677555
2010-01-19,41.85042073716049,42.54043038286603,41.30999035429446,42.0,13414328
2010-01-20,41.908430426746484,42.09870130475316,41.80972912199332,42.0,12898887
2010-01-21,42.53579142659419,42.58341941379911,41.952372012795074,42.0,26840506
2010-01-22,41.952677846156895,42.20217998427804,41.750497861878856,42.0,20193831
2010-01-25,42.24101157725465,42.7621766844566,41.478834892798055,42.0,13343781
2010-01-26,41.689481348992146,42.2887442366235,41.400737112368645,42.0,16673138
2010-01-27,42.06416465140325,42.595666405064804,41.46849824633845,42.0,15177018
2010-01-28,41.961577336729725,42.33922196866359,41.62235536806614,42.0,18053913
2010-01-29,41.757742624639484,42.25575764613641,41.501984978503074,42.0,19294761
2010-02-01,42.024144615792046,42.26957793249956,41.75456668329249,42.0,10685780
2010-02-02,41.77328510160148,42.00011288078231,41.77317222081917,42.0,11189961
2010-02-03,42.238554751838784,42.344846093155006,41.89370865868378,42.0,15871542
2010-02-04,42.35957928627175,42.72374637820776,41.635832908063996,42.0,10344963
2010-02-05,41.81913793021998,42.006620323412456,41.812517606807525,42.0,9811360
2010-02-08,42.01392931714504,42.3832882606769,41.63064105646814,42.0,16581962
2010-02-09,42.126987163852924,42.22959070920273,41.89739645465019,42.0,18744103
2010-02-10,41.81127657613317,42.09575966268906,41.715516913444105,42.0,14473489
2010-02-11,41.93459317971976,42.11964581069234,41.81494736902742,42.0,17846783
2010-02-12,41.98971354325544,42.28324252773294,41.7064710155225,42.0,14795062
2010-02-15,41.9506251602705,42.53665426102758,41.41397089924292,42.0,12460985
2010-02-16,41.83895734546046,42.45163530389589,41.387322041564566,42.0,17527429
2010-02-17,42.05994160678725,42.25733936636107,41.802602240426175,42.0,18654630
2010-02-18,41.821150478837524,42.258981651848764,41.56216882698876,42.0,13042859
