,open,high,low,close,volume
2010-01-04,38.3755046816727,38.39575532002378,37.97974936164892,38.0,9841337
2010-01-05,37.99958213342695,38.19337997224713,37.80620216117982,38.0,13487524
2010-01-06,37.91951641167473,38.46252888769413,37.4569875239806,38.0,13044758
2010-01-07,38.21632087564919,38.3331593079149,37.88316156773429,38.0,19687342
2010-01-08,37.978616877814396,38.13343422503318,37.84518265278122,38.0,13345885
2010-01-11,38.23418520894604,38.49721991208672,37.73696529685932,38.0,11767150
2010-01-12,37.989270104715686,38.12399957326093,37.865270531454755,38.0,17310189
2010-01-13,37.94365610960545,38.3727167769789,37.57093933262655,38.0,24308737
2010-01-14,37.70676705447693,38.20755932196466,37.49920773251227,38.0,20991032
2010-01-15,38.11750751672658,38.17822290155455,37.939284615172035,38.0,25942405
2010-01-18,37.95507106907839,38.37997001459277,37.57510105448562,38.0,20483498
2010-01-19,37.87094349048987,38.42752497602223,37.443418514467645,38.0,20991843
2010-01-20,38.252434192618715,38.63298423441247,37.619449958206246,38.0,15158438
2010-01-21,38.172145735651085,38.361159564300635,37.81098617135045,38.0,11738399
2010-01-22,38.279961748031965,38.41355095177919,37.86641079625277,38.0,23172693
2010-01-25,38.01648866063386,38.128152184221626,37.888336476412235,38.0,15216560
2010-01-26,37.957235154385735,38.54933835906815,37.40789679531758,38.0,37102178
2010-01-27,37.830882808440926,38.52467049357124,37.30621231486968,38.0,20609754
2010-01-28,38.01649387957691,38.565464346987746,37.45102953258917,38.0,17913442
2010-01-29,38.1772960479735,38.28558188592978,37.89171416204372,38.0,11581314
2010-02-01,38.037770818092,38.54422218318637,37.49354863490563,38.0,13279974
2010-02-02,37.97169748838571,38.004076889087074,37.967620599298634,38.0,18884822
2010-02-03,37.92989317719978,38.039146539596196,37.890746637603584,38.0,26429279
2010-02-04,37.99403638635085,38.04522318702988,37.948813199320966,38.0,19947611
2010-02-05,38.248131993669155,38.534160431427054,37.7139715622421,38.0,22917175
2010-02-08,37.885535913728084,38.2250031831678,37.660532730560284,38.0,22020357
2010-02-09,38.23052801066343,38.54158007324067,37.68894793742276,38.0,16538670
2010-02-10,38.10388037357598,38.26268424695231,37.84119612662367,38.0,12937008
2010-02-11,38.048363129272886,38.159228150010925,37.88913497926196,38.0,24845452
2010-02-12,37.81626241097199,38.01871211738012,37.79755029359187,38.0,12515922
2010-02-15,37.95237618131934,38.05265557235349,37.89972060896585,38.0,20140230
2010-02-16,37.96406877740448,38.189753621435,37.774315155969475,38.0,30196221
2010-02-17,38.19119510484198,38.760108332669965,37.431086772172016,38.0,12762335
2010-02-18,38.242993692683186,38.86817448967788,37.37481920300531,38.0,20835848
2010-02-19,38.289875473740295,38.57372830594338,37.71614716779691,38.0,12987181
2010-02-22,37.89580996966693,38.06420559172735,37.83160437793958,38.0,11508010
2010-02-23,38.156026938547306,38.25777583703965,37.898251101507654,38.0,21582309
2010-02-24,38.35166120386661,38.39288399183166,37.95877721203495,38.0,14316840
2010-02-25,37.850744291364535,38.04628418861675,37.80446010274778,38.0,22763743
2010-02-26,38.05238296299552,38.076460811799585,37.97592215119594,38.0,30012809
2010-03-01,37.98154212820016,38.345987628319364,37.6355544998808,38.0,17150774
2010-03-02,37.97431386872072,38.20762458634756,37.76668928237316,38.0,15855431
2010-03-03,37.879796762736426,38.24229792439559,37.63749883834084,38.0,14878869
2010-03-04,37.80648194450602,38.36131668640999,37.445165258096026,38.0,26434759
2010-03-05,37.80961101601151,38.12517409925454,37.68443691675697,38.0,22387351
2010-03-08,38.15627172062497,38.27173580578232,37.88453591484265,38.0,21971416
2010-03-09,37.86789679132767,38.270706200894786,37.59719059043288,38.0,14715651
2010-03-10,37.80899721391769,38.080906456270554,37.72809075764714,38.0,26815310
2010-03-11,37.70652391156943,38.50694802108318,37.199575890486244,38.0,18699646
2010-03-12,38.0071912704281,38.019817141482235,37.987374128945866,38.0,22720995
2010-03-15,37.807745926505184,38.33300899401699,37.47473693248819,38.0,19258097
2010-03-16,38.296704391511625,38.45441779032704,37.84228660118458,38.0,20955136
2010-03-17,37.97980827013997,38.190013867018905,37.789794403121064,38.0,21775197
2010-03-18,38.189718983623436,38.24136676771132,37.94835221591212,38.0,12874047
2010-03-19,37.814963537048165,38.195588848735994,37.61937468831217,38.0,18442565
2010-03-22,37.77369645941609,38.173505856696345,37.60019060271974,38.0,15082621
2010-03-23,37.87681268608966,38.047943851500506,37.82886883458915,38.0,12966570
2010-03-24,38.224777470795225,38.693161303635016,37.53161616716021,38.0,21531119
2010-03-25,37.93231852184649,38.11271106675127,37.81960745509522,38.0,21758021
2010-03-26,37.696741967408066,38.20145720125667,37.49528476615139,38.0,22002472
2010-03-29,38.0319790303584,38.50793269323658,37.52404633712182,38.0,31172982
2010-03-30,37.921924903556686,38.20363496384221,37.718289939714474,38.0,11812637
2010-03-31,37.647530839437735,38.03803440097632,37.60949643846141,38.0,18858314
2010-04-01,38.48623854885034,38.57463692656077,37.91160162228957,38.0,17277843
2010-04-02,38.411682950834276,38.513609109208886,37.89807384162539,38.0,35895352
2010-04-05,38.00007127699497,38.05149844614371,37.94857283085126,38.0,18057526
2010-04-06,38.2369075946593,38.37573456810528,37.86117302655402,38.0,19148570
2010-04-07,38.27485711671534,38.35153087688105,37.92332623983429,38.0,8956670
2010-04-08,37.815335989122815,38.071651197281156,37.74368479184166,38.0,24188141
2010-04-09,37.99065751859904,38.14549768415414,37.84515983444491,38.0,17468122
2010-04-12,38.09722988286142,38.34241859111564,37.75481129174578,38.0,20430954
2010-04-13,38.32842577505789,38.62994743211967,37.698478342938216,38.0,14448907
2010-04-14,38.03890704812778,38.20448022541366,37.83442682271412,38.0,16613018
2010-04-15,37.74499567522529,38.40008433067473,37.34491134455056,38.0,25184679
2010-04-16,37.94450324702894,38.21364944676712,37.73085380026182,38.0,26406310
2010-04-19,37.821334738732844,38.017032290054395,37.80430244867845,38.0,15667509
2010-04-20,38.14718288966026,38.68196053912871,37.46522235053155,38.0,12539071
2010-04-21,37.82991385029119,38.071706612380275,37.758207237910916,38.0,27212963
2010-04-22,38.05968031835005,38.40462090952073,37.65505940882932,38.0,17857908
2010-04-23,37.82059430120627,38.510114020058346,37.310480281147925,38.0,11411354
2010-04-26,38.048685792119294,38.67529266422421,37.373393127895085,38.0,23674229
2010-04-27,38.170824723989455,38.330848003654914,37.83997672033454,38.0,31300098
2010-04-28,37.73088124821611,38.1007116369187,37.630169611297404,38.0,18397826
2010-04-29,37.90075204326896,38.25521866328523,37.64553337998373,38.0,24610612
2010-04-30,37.787138791822294,38.39428910366288,37.392849688159416,38.0,12885739
2010-05-03,37.891294438992546,38.29491115743641,37.596383281556136,38.0,19100754
2010-05-04,38.25326628241881,38.79016725568283,37.463099026735975,38.0,11674380
2010-05-05,37.80077709357942,38.196741857743916,37.604035235835504,38.0,23137045
2010-05-06,37.91744589544341,38.11768245899097,37.79976343645244,38.0,27091797
2010-05-07,38.08936957795786,38.18823217398594,37.90113740397192,38.0,11743802
2010-05-10,38.06799513698906,38.10228599538918,37.96570914159988,38.0,17300612
2010-05-11,38.07110030880994,38.441339352950585,37.62976095585935,38.0,21115660
2010-05-12,37.867771038021445,38.24513319297953,37.622637845041915,38.0,22134278
2010-05-13,37.624871214327094,38.0336108481936,37.5912603661335,38.0,15362510
2010-05-14,38.12422668696414,38.15767332726199,37.966553359702154,38.0,14370595
2010-05-17,37.83422301667009,38.0762169783303,37.758006038339786,38.0,21195454
2010-05-18,38.22167985281757,38.30087892989756,37.920800922920016,38.0,16524976
2010-05-19,37.87224702641447,38.45291833699238,37.41932868942209,38.0,27089415
2010-05-20,37.695923254009756,38.14895554148821,37.54696771252154,38.0,35384175
2010-05-21,37.83702140267672,38.42524361078018,37.41177779189654,38.0,22402803
2010-05-24,38.086502497157916,38.64153366543971,37.44496883171821,38.0,15597813
2010-05-25,38.043798880636245,38.40546717936225,37.638331701274,38.0,18366065
2010-05-26,38.09654976758679,38.20924624407451,37.88730352351228,38.0,16730887
2010-05-27,37.91369768873292,38.07172969201772,37.8419679967152,38.0,15146364
2010-05-28,37.919940728698336,38.39920382222543,37.520736906472905,38.0,27167576
2010-05-31,37.91264920599718,38.293542586907,37.619106619090175,38.0,27345795
2010-06-01,37.920422193039784,38.00454257296387,37.91587962007591,38.0,14741271
2010-06-02,37.930822470792414,38.17612607813003,37.75469639266238,38.0,16438860
2010-06-03,37.892749271504364,38.17776673753951,37.71498253396486,38.0,12887623
2010-06-04,38.13972013410548,38.42731832752374,37.71240180658174,38.0,22220375
2010-06-07,37.802168940437184,38.05941053750638,37.742758402930804,38.0,29263082
2010-06-08,37.80124512610766,38.177681097220116,37.62356402888754,38.0,18973343
2010-06-09,38.11515123817624,38.47467462906534,37.6404766091109,38.0,27559692
2010-06-10,37.72542847925445,38.036751271102816,37.68867720815163,38.0,21956045
2010-06-11,38.0925266854498,38.201405434482,37.8911212509678,38.0,20765105
2010-06-14,37.998810022189176,38.33283540675047,37.66597461543871,38.0,19963112
2010-06-15,38.01918122818065,38.142897419878764,37.876283808301885,38.0,15139816
2010-06-16,37.916026226949924,38.27737065540944,37.63865557154048,38.0,17006468
2010-06-17,37.887475551657296,38.30329998485076,37.584175566806536,38.0,28063951
2010-06-18,38.102955503447035,38.237921061174625,37.86503444227241,38.0,18712417
2010-06-21,37.880779709928355,38.013406919787535,37.86737279014082,38.0,17173201
2010-06-22,38.061394051248506,38.7080377657774,37.35335628547111,38.0,26580033
2010-06-23,38.13138226606939,38.237606544573666,37.89377572149572,38.0,25971175
2010-06-24,38.0887358824625,38.28131613064618,37.80741975181632,38.0,16446772
2010-06-25,38.12568629661772,38.253878322427354,37.87180797419037,38.0,20199457
2010-06-28,38.05564501189109,38.12547840304258,37.93016660884851,38.0,11587794
2010-06-29,37.92636739483793,38.04287153138398,37.88349586345395,38.0,20121076
2010-06-30,37.95442689100059,38.04288274493044,37.91154414607015,38.0,15729307
2010-07-01,37.892205760992795,38.21384711714233,37.678358643850466,38.0,13925888
2010-07-02,38.09690825801954,38.21891496920714,37.8779932888124,38.0,16663978
2010-07-05,37.73086089922907,38.07717036717284,37.65369053205623,38.0,19883161
2010-07-06,37.83723270074119,38.10653476125572,37.73069793948547,38.0,16801040
2010-07-07,38.33964314643914,38.56839179394781,37.771251352491326,38.0,7913470
2010-07-08,38.29233291892012,38.489089739287266,37.80324317963285,38.0,26532718
2010-07-09,37.82000373162447,38.023696914296664,37.7963068173278,38.0,22889081
2010-07-12,37.72825451601495,38.38623090072135,37.3420236152936,38.0,18992250
2010-07-13,38.057648980844775,38.1740508438107,37.88359813703408,38.0,12181703
2010-07-14,37.924129216683184,38.13002575661013,37.79410346007305,38.0,26904709
2010-07-15,38.13637458144871,38.14467122211213,37.99170335933658,38.0,22648340
2010-07-16,37.97632983620005,38.06686704353735,37.9094627926627,38.0,12021533
2010-07-19,38.08404363777633,38.14731968789528,37.93672394988105,38.0,12336747
2010-07-20,37.99160365659021,38.19148240326205,37.80012125332816,38.0,24313847
2010-07-21,37.93526635493682,38.09420194009978,37.84106441483704,38.0,22206193
2010-07-22,37.75801770795077,38.07382522475029,37.68419248320048,38.0,15936689
2010-07-23,38.246193259221386,38.35787583934193,37.888317419879456,38.0,21094125
2010-07-26,38.34852963923194,38.53272936082977,37.81580027840217,38.0,17807042
2010-07-27,38.03745167321792,38.22927976863584,37.80817190458208,38.0,24359943
2010-07-28,38.18732748090363,38.19773030646751,37.98959717443612,38.0,21498242
2010-07-29,37.803247827413955,38.15430251486534,37.64894531254861,38.0,11808115
2010-07-30,37.705908548334456,38.249127003914545,37.45678154441991,38.0,17239704
2010-08-02,37.947292108756635,38.16719640759461,37.780095701162026,38.0,10128769
2010-08-03,38.34765569212547,38.56863997021851,37.77901572190696,38.0,11725495
2010-08-04,37.7838963331458,38.013078182838576,37.77081815030722,38.0,18646581
2010-08-05,38.073299104065235,38.17682020099609,37.896478903069145,38.0,11972774
2010-08-06,37.690466020421155,38.085865300320975,37.60460072010018,38.0,23027141
2010-08-09,37.917918677646846,38.14071831507217,37.777200362574675,38.0,9051969
2010-08-10,38.277296005699526,38.61285784504074,37.66443816065878,38.0,22598615
2010-08-11,38.100807272546895,38.602750887962046,37.49805638458485,38.0,15293070
2010-08-12,37.771160778359366,38.072134244202985,37.69902653415638,38.0,13742632
2010-08-13,38.13029316417186,38.25756767652595,37.87272548764591,38.0,17177714
2010-08-16,38.064700846935466,38.42815160947354,37.63654923746193,38.0,13326148
2010-08-17,38.02375605048518,38.104344135802755,37.91941191468243,38.0,15579300
2010-08-18,38.418049289353775,38.57734469011572,37.84070459923805,38.0,19080008
2010-08-19,38.04127781576963,38.378029937482005,37.66324787828763,38.0,18985526
2010-08-20,37.87743239704057,38.08320170921949,37.794230687821084,38.0,42486105
2010-08-23,37.85043135389919,38.19367852739985,37.65675282649934,38.0,37100432
2010-08-24,37.95953555787687,38.316029387047095,37.643506170829774,38.0,12114124
2010-08-25,37.869777299892064,38.02942268451695,37.84035461537511,38.0,12318060
2010-08-26,38.29525503261319,38.358244630369136,37.937010402244056,38.0,21818758
2010-08-27,37.744989249655475,38.03809985056656,37.706889399088915,38.0,18549439
2010-08-30,38.24176143611871,38.31511145661855,37.926649979500155,38.0,17997943
2010-08-31,38.33205057652991,38.76768081149067,37.56436976503924,38.0,24396861
2010-09-01,37.81970014987846,38.072265655974576,37.74743449390388,38.0,11553036
